LMSL,Group,Group Stage,Match Number,Winner,Walkover,Best Of,Player 1 ID,Player 1 Name,Player 1 Score,Player 1 Flag,Player 1 Faction,Player 2 ID,Player 2 Name,Player 2 Score,Player 2 Flag,Player 2 Faction,Map 1 Game Number,Map 1 Map Name,Map 1 Winner Id,Map 1 Winner Faction,Map 1 Loser Id,Map 1 Loser Faction,Map 2 Game Number,Map 2 Map Name,Map 2 Winner Id,Map 2 Winner Faction,Map 2 Loser Id,Map 2 Loser Faction,Map 3 Game Number,Map 3 Map Name,Map 3 Winner Id,Map 3 Winner Faction,Map 3 Loser Id,Map 3 Loser Faction,Map 4 Game Number,Map 4 Map Name,Map 4 Winner Id,Map 4 Winner Faction,Map 4 Loser Id,Map 4 Loser Faction,Map 5 Game Number,Map 5 Map Name,Map 5 Winner Id,Map 5 Winner Faction,Map 5 Loser Id,Map 5 Loser Faction,Map 6 Game Number,Map 6 Map Name,Map 6 Winner Id,Map 6 Winner Faction,Map 6 Loser Id,Map 6 Loser Faction,Map 7 Game Number,Map 7 Map Name,Map 7 Winner Id,Map 7 Winner Faction,Map 7 Loser Id,Map 7 Loser Faction
11,playoffs,R01,4,2,,5,1,WiseMan,1,United States,z,2,FireKlaw,3,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R02,1,1,,5,1,Kyboi,3,United States,z,2,Zerus,0,Peru,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R02,2,1,,5,1,Ficks,3,Russia,z,2,FireKlaw,0,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,R03,1,1,,7,1,Kyboi,4,United States,z,2,Ficks,3,Russia,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,playoffs,3rd Place Match,3rd Place Match,2,,5,1,Zerus,0,Peru,t,2,FireKlaw,3,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS1,1,1,,3,1,Fletch,2,Canada,p,2,AlexeiStukov,0,South Africa,t,1,King's Cove LE,Fletch,p,AlexeiStukov,t,2,Neon Violet Square LE,Fletch,p,AlexeiStukov,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS1,2,1,,3,1,Daryl,2,Peru,p,2,CostPhoenix,0,Finland,p,1,Frostline LE,Daryl,p,CostPhoenix,p,2,Whispers of Gold LE,Daryl,p,CostPhoenix,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS1,3,2,,3,1,Fletch,0,Canada,p,2,Daryl,2,Peru,p,1,Ultralove LE,Daryl,p,Fletch,p,2,Ley Lines LE,Daryl,p,Fletch,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS1,4,1,,3,1,AlexeiStukov,2,South Africa,t,2,CostPhoenix,1,Finland,p,1,King's Cove LE,CostPhoenix,p,AlexeiStukov,t,2,Ley Lines LE,AlexeiStukov,t,CostPhoenix,p,3,Whispers of Gold LE,AlexeiStukov,t,CostPhoenix,p,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS1,5,1,,3,1,Fletch,2,Canada,p,2,AlexeiStukov,0,South Africa,t,1,King's Cove LE,Fletch,p,AlexeiStukov,t,2,Frostline LE,Fletch,p,AlexeiStukov,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS1,1,1,,3,1,FireKlaw,2,Canada,p,2,Nomad,0,United States,p,1,Whispers of Gold LE,FireKlaw,p,Nomad,p,2,Ley Lines LE,FireKlaw,p,Nomad,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS1,2,1,,3,1,Kyboi,2,United States,z,2,Cheoklate,0,Singapore,p,1,El Dorado LE,Kyboi,z,Cheoklate,p,2,King's Cove LE,Kyboi,z,Cheoklate,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS1,3,2,,3,1,FireKlaw,0,Canada,p,2,Kyboi,2,United States,z,1,Ultralove LE,Kyboi,z,FireKlaw,p,2,King's Cove LE,Kyboi,z,FireKlaw,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS1,4,1,ff,3,1,Nomad,-1,United States,p,2,Cheoklate,-1,Singapore,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS1,5,1,,3,1,FireKlaw,2,Canada,p,2,Nomad,0,United States,p,1,Ley Lines LE,FireKlaw,p,Nomad,p,2,Frostline LE,FireKlaw,p,Nomad,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS1,1,1,,3,1,Beast,2,Austria,p,2,Bali,0,Hungary,z,1,Ley Lines LE,Beast,p,Bali,z,2,Amygdala LE,Beast,p,Bali,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS1,2,1,,3,1,Aurigami,2,France,t,2,Defiance,0,United States,t,1,Frostline LE,Aurigami,t,Defiance,t,2,Abyssal Reef LE,Aurigami,t,Defiance,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS1,3,2,,3,1,Beast,0,Austria,p,2,Aurigami,2,France,t,1,Ley Lines LE,Aurigami,t,Beast,p,2,King's Cove LE,Aurigami,t,Beast,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS1,4,2,,3,1,Bali,0,Hungary,z,2,Defiance,2,United States,t,1,Whispers of Gold LE,Defiance,t,Bali,z,2,Frostline LE,Defiance,t,Bali,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS1,5,1,,3,1,Beast,2,Austria,p,2,Defiance,0,United States,t,1,Ley Lines LE,Beast,p,Defiance,t,2,Frostline LE,Beast,p,Defiance,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS1,1,1,,3,1,Storm,2,United States,p,2,LegolandMan,1,Israel,p,1,Frostline LE,LegolandMan,p,Storm,p,2,Ultralove LE,Storm,p,LegolandMan,p,3,Whispers of Gold LE,Storm,p,LegolandMan,p,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS1,2,1,,3,1,XenoDactyl,2,United States,p,2,BlueKnight,0,Bosnia and Herzegovina,t,1,Neon Violet Square LE,XenoDactyl,p,BlueKnight,t,2,Abyssal Reef LE,XenoDactyl,p,BlueKnight,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS1,3,1,,3,1,Storm,2,United States,p,2,XenoDactyl,0,United States,p,1,Abyssal Reef LE,Storm,p,XenoDactyl,p,2,El Dorado LE,Storm,p,XenoDactyl,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS1,4,1,,3,1,LegolandMan,2,Israel,p,2,BlueKnight,0,Bosnia and Herzegovina,t,1,Abyssal Reef LE,LegolandMan,p,BlueKnight,t,2,Ley Lines LE,LegolandMan,p,BlueKnight,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS1,5,1,,3,1,XenoDactyl,2,United States,p,2,LegolandMan,1,Israel,p,1,Neon Violet Square LE,LegolandMan,p,XenoDactyl,p,2,Ultralove LE,XenoDactyl,p,LegolandMan,p,3,El Dorado LE,XenoDactyl,p,LegolandMan,p,,,,,,,,,,,,,,,,,,,,,,,,
12,E,GS1,1,1,,3,1,DizzyDwarf,2,Poland,t,2,Vales,0,United Kingdom,t,1,King's Cove LE,DizzyDwarf,t,Vales,t,2,Ley Lines LE,DizzyDwarf,t,Vales,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E,GS1,2,1,,3,1,Milkaa,2,Hungary,p,2,Darkblade,0,Canada,p,1,Ultralove LE,Milkaa,p,Darkblade,p,2,Ley Lines LE,Milkaa,p,Darkblade,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E,GS1,3,1,,3,1,DizzyDwarf,2,Poland,t,2,Milkaa,0,Hungary,p,1,Ley Lines LE,DizzyDwarf,t,Milkaa,p,2,Amygdala LE,DizzyDwarf,t,Milkaa,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E,GS1,4,2,,3,1,Vales,0,United Kingdom,t,2,Darkblade,2,Canada,p,1,Ley Lines LE,Darkblade,p,Vales,t,2,Golden Wall LE,Darkblade,p,Vales,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E,GS1,5,2,,3,1,Milkaa,0,Hungary,p,2,Darkblade,2,Canada,p,1,Frostline LE,Darkblade,p,Milkaa,p,2,Ley Lines LE,Darkblade,p,Milkaa,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,F,GS1,1,1,,3,1,Doomrat,2,Netherlands,z,2,Evariel,1,United States,t,1,King's Cove LE,Evariel,t,Doomrat,z,2,El Dorado LE,Doomrat,z,Evariel,t,3,Abyssal Reef LE,Doomrat,z,Evariel,t,,,,,,,,,,,,,,,,,,,,,,,,
12,F,GS1,2,2,,3,1,COSMOS,0,Brazil,t,2,Harokku,2,France,z,1,Ley Lines LE,Harokku,z,COSMOS,t,2,Neon Violet Square LE,Harokku,z,COSMOS,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,F,GS1,3,1,,3,1,Doomrat,2,Netherlands,z,2,Harokku,0,France,z,1,Abyssal Reef LE,Doomrat,z,Harokku,z,2,Amygdala LE,Doomrat,z,Harokku,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,F,GS1,4,2,,3,1,Evariel,1,United States,t,2,COSMOS,2,Brazil,t,1,Amygdala LE,COSMOS,t,Evariel,t,2,King's Cove LE,Evariel,t,COSMOS,t,3,Ley Lines LE,COSMOS,t,Evariel,t,,,,,,,,,,,,,,,,,,,,,,,,
12,F,GS1,5,1,,3,1,Harokku,2,France,z,2,COSMOS,0,Brazil,t,1,Ley Lines LE,Harokku,z,COSMOS,t,2,Whispers of Gold LE,Harokku,z,COSMOS,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,G,GS1,1,1,,3,1,Zerus,2,Peru,t,2,Mac,1,Germany,t,1,Frostline LE,Mac,t,Zerus,t,2,Ultralove LE,Zerus,t,Mac,t,3,Ley Lines LE,Zerus,t,Mac,t,,,,,,,,,,,,,,,,,,,,,,,,
12,G,GS1,2,1,,3,1,MedicJR,2,United States,t,2,Sickestt,0,Poland,t,1,Frostline LE,MedicJR,t,Sickestt,t,2,Ley Lines LE,MedicJR,t,Sickestt,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,G,GS1,3,1,,3,1,Zerus,2,Peru,t,2,MedicJR,1,United States,t,1,Frostline LE,Zerus,t,MedicJR,t,2,Whispers of Gold LE,MedicJR,t,Zerus,t,3,Ley Lines LE,Zerus,t,MedicJR,t,,,,,,,,,,,,,,,,,,,,,,,,
12,G,GS1,4,1,,3,1,Mac,2,Germany,t,2,Sickestt,1,Poland,t,1,Frostline LE,Sickestt,t,Mac,t,2,Whispers of Gold LE,Mac,t,Sickestt,t,3,Ley Lines LE,Mac,t,Sickestt,t,,,,,,,,,,,,,,,,,,,,,,,,
12,G,GS1,5,1,,3,1,MedicJR,2,United States,t,2,Mac,0,Germany,t,1,Frostline LE,MedicJR,t,Mac,t,2,Ley Lines LE,MedicJR,t,Mac,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,H,GS1,1,2,,3,1,Daniello,1,Poland,t,2,Zigur,2,Russia,z,1,Ley Lines LE,Daniello,t,Zigur,z,2,Frostline LE,Zigur,z,Daniello,t,3,El Dorado LE,Zigur,z,Daniello,t,,,,,,,,,,,,,,,,,,,,,,,,
12,H,GS1,2,2,,3,1,CaptCanuck,0,Canada,p,2,SooThSayeR,2,France,z,1,Amygdala LE,SooThSayeR,z,CaptCanuck,p,2,Frostline LE,SooThSayeR,z,CaptCanuck,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,H,GS1,3,1,,3,1,SooThSayeR,2,France,z,2,Zigur,1,Russia,z,1,Frostline LE,Zigur,z,SooThSayeR,z,2,El Dorado LE,SooThSayeR,z,Zigur,z,3,Ultralove LE,SooThSayeR,z,Zigur,z,,,,,,,,,,,,,,,,,,,,,,,,
12,H,GS1,4,1,,3,1,Daniello,2,Poland,t,2,CaptCanuck,0,Canada,p,1,Amygdala LE,Daniello,t,CaptCanuck,p,2,Ley Lines LE,Daniello,t,CaptCanuck,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,H,GS1,5,1,,3,1,Zigur,2,Russia,z,2,Daniello,1,Poland,t,1,King's Cove LE,Zigur,z,Daniello,t,2,Ley Lines LE,Daniello,t,Zigur,z,3,Neon Violet Square LE,Zigur,z,Daniello,t,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS2,1,1,,3,1,Harokku,2,France,z,2,Darkblade,0,Canada,p,1,Frostline LE,Harokku,z,Darkblade,p,2,Ley Lines LE,Harokku,z,Darkblade,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS2,2,1,,3,1,Zigur,2,Russia,z,2,Aurigami,0,France,t,1,Abyssal Reef LE,Zigur,z,Aurigami,t,2,King's Cove LE,Zigur,z,Aurigami,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS2,3,2,,3,1,Zigur,1,Russia,z,2,Harokku,2,France,z,1,Ultralove LE,Zigur,z,Harokku,z,2,El Dorado LE,Harokku,z,Zigur,z,3,King's Cove LE,Harokku,z,Zigur,z,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS2,4,1,ff,3,1,Aurigami,-1,France,t,2,Darkblade,-1,Canada,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,GS2,5,2,,3,1,Zigur,1,Russia,z,2,Aurigami,2,France,t,1,Abyssal Reef LE,Aurigami,t,Zigur,z,2,King's Cove LE,Zigur,z,Aurigami,t,3,Amygdala LE,Aurigami,t,Zigur,z,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS2,1,2,,3,1,FireKlaw,0,Canada,p,2,Doomrat,2,Netherlands,z,1,Frostline LE,Doomrat,z,FireKlaw,p,2,Ley Lines LE,Doomrat,z,FireKlaw,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS2,2,1,,3,1,XenoDactyl,2,United States,p,2,Fletch,0,Canada,p,1,Frostline LE,XenoDactyl,p,Fletch,p,2,Abyssal Reef LE,XenoDactyl,p,Fletch,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS2,3,1,,3,1,Doomrat,2,Netherlands,z,2,XenoDactyl,0,United States,p,1,Frostline LE,Doomrat,z,XenoDactyl,p,2,Abyssal Reef LE,Doomrat,z,XenoDactyl,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS2,4,1,,3,1,FireKlaw,2,Canada,p,2,Fletch,1,Canada,p,1,Frostline LE,FireKlaw,p,Fletch,p,2,Ultralove LE,Fletch,p,FireKlaw,p,3,King's Cove LE,FireKlaw,p,Fletch,p,,,,,,,,,,,,,,,,,,,,,,,,
12,B,GS2,5,2,,3,1,XenoDactyl,1,United States,p,2,FireKlaw,2,Canada,p,1,King's Cove LE,FireKlaw,p,XenoDactyl,p,2,Ultralove LE,XenoDactyl,p,FireKlaw,p,3,Abyssal Reef LE,FireKlaw,p,XenoDactyl,p,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS2,1,2,,3,1,Zerus,0,Peru,t,2,SooThSayeR,2,France,z,1,King's Cove LE,SooThSayeR,z,Zerus,t,2,Abyssal Reef LE,SooThSayeR,z,Zerus,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS2,2,1,,3,1,DizzyDwarf,2,Poland,t,2,Kyboi,0,United States,z,1,Ley Lines LE,DizzyDwarf,t,Kyboi,z,2,Abyssal Reef LE,DizzyDwarf,t,Kyboi,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS2,3,1,,3,1,SooThSayeR,2,France,z,2,DizzyDwarf,0,Poland,t,1,King's Cove LE,SooThSayeR,z,DizzyDwarf,t,2,Ley Lines LE,SooThSayeR,z,DizzyDwarf,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS2,4,2,,3,1,Zerus,0,Peru,t,2,Kyboi,2,United States,z,1,Ley Lines LE,Kyboi,z,Zerus,t,2,Abyssal Reef LE,Kyboi,z,Zerus,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,GS2,5,2,,3,1,DizzyDwarf,0,Poland,t,2,Kyboi,2,United States,z,1,Whispers of Gold LE,Kyboi,z,DizzyDwarf,t,2,Abyssal Reef LE,Kyboi,z,DizzyDwarf,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS2,1,1,,3,1,Storm,2,United States,p,2,MedicJR,0,United States,t,1,Frostline LE,Storm,p,MedicJR,t,2,King's Cove LE,Storm,p,MedicJR,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS2,2,2,,3,1,Beast,1,Austria,p,2,Daryl,2,Peru,p,1,Frostline LE,Daryl,p,Beast,p,2,Ley Lines LE,Beast,p,Daryl,p,3,Ultralove LE,Daryl,p,Beast,p,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS2,3,2,,3,1,Storm,0,United States,p,2,Daryl,2,Peru,p,1,Ley Lines LE,Daryl,p,Storm,p,2,Whispers of Gold LE,Daryl,p,Storm,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS2,4,2,,3,1,MedicJR,0,United States,t,2,Beast,2,Austria,p,1,Frostline LE,Beast,p,MedicJR,t,2,Ultralove LE,Beast,p,MedicJR,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,GS2,5,2,,3,1,Beast,0,Austria,p,2,Storm,2,United States,p,1,Ley Lines LE,Storm,p,Beast,p,2,Whispers of Gold LE,Storm,p,Beast,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,playoffs,R01,1,1,,5,1,Harokku,3,France,z,2,Storm,2,United States,p,1,Frostline LE,Storm,p,Harokku,z,2,King's Cove LE,Harokku,z,Storm,p,3,Ley Lines LE,Harokku,z,Storm,p,4,Whispers of Gold LE,Storm,p,Harokku,z,5,Ultralove LE,Harokku,z,Storm,p,,,,,,,,,,,,
12,playoffs,R01,2,2,,5,1,SooThSayeR,0,France,z,2,FireKlaw,3,Canada,p,1,Ultralove LE,FireKlaw,p,SooThSayeR,z,2,Abyssal Reef LE,FireKlaw,p,SooThSayeR,z,3,Whispers of Gold LE,FireKlaw,p,SooThSayeR,z,,,,,,,,,,,,,,,,,,,,,,,,
12,playoffs,R01,3,1,,5,1,Doomrat,3,Netherlands,z,2,Kyboi,1,United States,z,1,Amygdala LE,Doomrat,z,Kyboi,z,2,Ultralove LE,Kyboi,z,Doomrat,z,3,King's Cove LE,Doomrat,z,Kyboi,z,4,Ley Lines LE,Doomrat,z,Kyboi,z,,,,,,,,,,,,,,,,,,
12,playoffs,R01,4,1,,5,1,Daryl,3,Peru,p,2,Aurigami,2,France,t,1,Frostline LE,Daryl,p,Aurigami,t,2,Ley Lines LE,Daryl,p,Aurigami,t,3,Whispers of Gold LE,Aurigami,t,Daryl,p,4,King's Cove LE,Aurigami,t,Daryl,p,5,Abyssal Reef LE,Daryl,p,Aurigami,t,,,,,,,,,,,,
12,playoffs,R02,1,1,,5,1,Harokku,3,France,z,2,FireKlaw,0,Canada,p,1,Ultralove LE,Harokku,z,FireKlaw,p,2,Frostline LE,Harokku,z,FireKlaw,p,3,Ley Lines LE,Harokku,z,FireKlaw,p,,,,,,,,,,,,,,,,,,,,,,,,
12,playoffs,R02,2,1,,5,1,Doomrat,3,Netherlands,z,2,Daryl,0,Peru,p,1,Whispers of Gold LE,Doomrat,z,Daryl,p,2,Ultralove LE,Doomrat,z,Daryl,p,3,Frostline LE,Doomrat,z,Daryl,p,,,,,,,,,,,,,,,,,,,,,,,,
12,playoffs,R03,1,2,,7,1,Harokku,2,France,z,2,Doomrat,4,Netherlands,z,1,Ultralove LE,Harokku,z,Doomrat,z,2,El Dorado LE,Doomrat,z,Harokku,z,3,Whispers of Gold LE,Doomrat,z,Harokku,z,4,King's Cove LE,Doomrat,z,Harokku,z,5,Amygdala LE,Harokku,z,Doomrat,z,6,Abyssal Reef LE,Doomrat,z,Harokku,z,,,,,,
12,playoffs,3rd Place Match,3rd Place Match,2,,5,1,FireKlaw,2,Canada,p,2,Daryl,3,Peru,p,1,Whispers of Gold LE,FireKlaw,p,Daryl,p,2,Ley Lines LE,Daryl,p,FireKlaw,p,3,King's Cove LE,Daryl,p,FireKlaw,p,4,Amygdala LE,FireKlaw,p,Daryl,p,5,Frostline LE,Daryl,p,FireKlaw,p,,,,,,,,,,,,
